date,quarterlyDepreciationAndAmortization,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualOperatingIncome,quarterlyCurrentLiabilities,trailingCostOfRevenue,annualBasicAverageShares,trailingNetIncome,annualEndCashPosition,quarterlyCurrentAssets,annualTotalAssets,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,trailingPretaxIncome,quarterlyTotalAssets,annualNetIncome,trailingTaxProvision,quarterlyOtherNonCurrentLiabilities,annualBasicEPS,trailingOperatingIncome,annualCostOfRevenue,annualAccountsPayable,quarterlyFreeCashFlow,quarterlyPurchaseOfInvestment,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,annualCurrentDebt,annualFreeCashFlow,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyChangeInAccountPayable,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,annualTaxProvision,quarterlyOtherIncomeExpense,annualRetainedEarnings,quarterlyInventory,quarterlyChangeInInventory,quarterlyLongTermDebt,annualCurrentAccruedExpenses,annualCurrentAssets,quarterlyBasicEPS,annualCurrentLiabilities,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsReceivable,annualDilutedEPS,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,quarterlyOperatingExpense,quarterlyAccountsReceivable,annualDilutedAverageShares,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualSaleOfInvestment,quarterlyPretaxIncome,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,annualRepaymentOfDebt,trailingGrossProfit,annualNetPPE,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlySaleOfInvestment,annualPurchaseOfBusiness,trailingOtherIncomeExpense,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyDilutedEPS,annualChangesInAccountReceivables,quarterlyGrossPPE,annualInvestingCashFlow,annualChangeInInventory,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,annualInventory,quarterlyTaxProvision,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,annualDeferredIncomeTax,annualInterestExpense,annualNetOtherFinancingCharges,annualStockBasedCompensation,trailingFreeCashFlow,annualGoodwill,trailingEndCashPosition,trailingSellingGeneralAndAdministration,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingOperatingCashFlow,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlyGoodwill,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets,trailingBeginningCashPosition
1991-03-31,,,,,,,,,,,,,,,,,,,,68400000.0,,,,,,,,,,,,,,,124363636.0,,,,,,,,,,72900000.0,,,,,,,,,55900000.0,,,,,,,,,,0.55,,124363636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577000000.0,,,0.55,,,,,,577000000.0,,,,,,,577000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,,,,,,,,,,,,,,,,,,20100000.0,,,,,,,,,,,,,,,125625000.0,,,,,,,,,,24600000.0,,,,,,,,,24600000.0,,,,,,,,,,0.16,,125625000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501500000.0,,,0.16,,,,,,501500000.0,,,,,,,501500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,,,,,,,,,,,,,,,,,,84900000.0,,,,,,,,,,,,,,,124852941.0,,,,,,,,,,89400000.0,,,,,,,,,89400000.0,,,,,,,,,,0.68,,124852941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589200000.0,,,0.68,,,,,,589200000.0,,,,,,,589200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,,,,,,,,,,,,2201200000.0,,,124848485.0,,,,,32500000.0,,,,224000000.0,,,1.65,,,,,,,,,,,,,,,,,,37000000.0,,,,,,,,,37000000.0,,,,,,,,,,,,,,,,,1.65,,206000000.0,,,124848485.0,,,,,,,,,,,,,,,2201200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207000000.0,,,533500000.0,,,,,,,,,533500000.0,,,,,,,533500000.0,,,,,2201200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,,,,,,,,,,,,,,,,,,,85400000.0,,,,,,,,,,,,,,,123768116.0,,,,,,,,,,89800000.0,,,,,,,,,44300000.0,,,,,,,,,,0.69,,123768116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563800000.0,,,0.69,,,,,,563800000.0,,,,,,,563800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,,,,,,,,,,,,,,,,,,27000000.0,,,,,,,,,,,,,,,122727273.0,,,,,,,,,,31100000.0,,,,,,,,,31100000.0,,,,,,,,,,0.22,,122727273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500300000.0,,,0.22,,,,,,500300000.0,,,,,,,500300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,,,,,,,,,,,,,,,,,,51800000.0,,,,,,,,,,,,,,,123333333.0,,,,,,,,,,55700000.0,,,,,,,,,55700000.0,,,,,,,,,,0.42,,123333333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523400000.0,,,0.42,,,,,,523400000.0,,,,,,,523400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,,,,,,,,,,,,2159500000.0,,,124313725.0,,,,,26000000.0,,,,206400000.0,,,1.53,,,,,,,,,,,,,,,,,,29800000.0,,,,,,,,,29800000.0,,,,,,,,,,,,,,,,,1.53,,190200000.0,,,124313725.0,,,,,,,,,,,,,,,2159500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160900000.0,,,572000000.0,,,,,,,,,572000000.0,,,,,,,572000000.0,,,,,2159500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,,,,,,,,,,,,,,,,,,,50700000.0,,,,,,,,,,,,,,,123658537.0,,,,,,,,,,54500000.0,,,,,,,,,54500000.0,,,,,,,,,,0.41,,123658537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640800000.0,,,0.41,,,,,,640800000.0,,,,,,,640800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,,,,,,,,,,,,,,,,,32200000.0,,,,,,,,,,,,,,,128800000.0,,,,,,,,,,35900000.0,,,,,,,,,35900000.0,,,,,,,,,,0.25,,128800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545300000.0,,,0.25,,,,,,545300000.0,,,,,,,545300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,,,,,,,,,,,,,,,,,,56200000.0,,,,,,,,,,,,,,,133809524.0,,,,,,,,,,59900000.0,,,,,,,,,59900000.0,,,,,,,,,,0.42,,133809524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588000000.0,,,0.42,,,,,,588000000.0,,,,,,,588000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,,,,,,,,,,,2404000000.0,,,129671053.0,,,,,58200000.0,,,,211700000.0,,,1.52,,,,,,,,,,,,,,,,,,61500000.0,,,,,,,,,61500000.0,,,,,,,,,,,,,,,,,1.51,,197100000.0,,,130529801.0,,,,,,,,,,,,,,,2404000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211700000.0,,,630000000.0,,,,,,,,,630000000.0,,,,,,,630000000.0,,,,,2404000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,,,1147100000.0,,,,,,,49200000.0,,906100000.0,,,,,651300000.0,,62700000.0,,,5669900000.0,,,,,,,,132000000.0,-100000.0,,5018600000.0,133404255.0,,,,,,,,0.0,429100000.0,65800000.0,757500000.0,,,3579100000.0,,,,,65800000.0,,,3200000.0,,151500000.0,,1307600000.0,,,0.47,,133404255.0,971200000.0,,,,,,,343400000.0,317500000.0,,,,355400000.0,55400000.0,-143700000.0,254300000.0,-46200000.0,,,,,,57800000.0,952600000.0,,,,,,2090800000.0,,-82900000.0,,,,126900000.0,-3600000.0,,55400000.0,55400000.0,320300000.0,25900000.0,,,,,,,68300000.0,1200000.0,,,,-8800000.0,184400000.0,,,-51500000.0,,,,300000.0,683400000.0,-60700000.0,192700000.0,0.47,,4196400000.0,,,46800000.0,85700000.0,,,,,,4192800000.0,172000000.0,,,-100000.0,,,86300000.0,-2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,,1152800000.0,,,,,,,45100000.0,,930600000.0,,,,,606500000.0,,49700000.0,,,5733000000.0,,,2279000000.0,,,,,-101200000.0,-300000.0,,5126500000.0,134324324.0,,,,,,,,0.0,387900000.0,52800000.0,858100000.0,,,3633600000.0,,,,,52800000.0,,,-2000000.0,,150800000.0,,1314000000.0,,,0.37,,134324324.0,996800000.0,,,,,,,322200000.0,289300000.0,,,,234200000.0,31800000.0,-110200000.0,194100000.0,-46100000.0,,,,,,55400000.0,952700000.0,,,,,,2099400000.0,,-19900000.0,,,,134600000.0,-3710300000.0,,31800000.0,31800000.0,458700000.0,26800000.0,,,,,,,,-1800000.0,,,,-6200000.0,190700000.0,,,97900000.0,,,,200000.0,582000000.0,-90000000.0,-11200000.0,0.37,,7908400000.0,,,-125000000.0,65700000.0,,,,,,4198100000.0,151700000.0,,,-100000.0,,,86100000.0,-23500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,,1181600000.0,,,,,,,48300000.0,,947000000.0,,,,,598100000.0,,73000000.0,,,5781700000.0,,,2282300000.0,,,,,103900000.0,-1200000.0,,5183600000.0,132727273.0,,,,,,,,200000.0,429100000.0,76100000.0,886900000.0,,,3650000000.0,,,,,76100000.0,,,5300000.0,,159100000.0,,1311900000.0,,,0.55,,132727273.0,993300000.0,,,,,,,340100000.0,283100000.0,,,,309800000.0,39800000.0,-107300000.0,183200000.0,-47100000.0,,,,,,31800000.0,953100000.0,,,,,,2131700000.0,,2700000.0,,,,116100000.0,-3784400000.0,,39800000.0,39800000.0,408300000.0,29700000.0,,,,,,,,-1200000.0,,,,-3100000.0,181700000.0,,,-97300000.0,,,,300000.0,612300000.0,-108800000.0,212700000.0,0.55,,8009000000.0,,,78600000.0,89000000.0,,,,,,4224600000.0,178200000.0,,,-100000.0,,,89200000.0,7900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,3816100000.0,,1183200000.0,600000.0,-9700000.0,,155500000.0,,-149200000.0,51300000.0,437500000.0,963600000.0,,133690000.0,,41100000.0,665200000.0,5953600000.0,45600000.0,,,5953600000.0,243500000.0,,2478200000.0,1.73,,834300000.0,234900000.0,-43400000.0,700000.0,-186600000.0,5288400000.0,,396100000.0,91300000.0,,372700000.0,,193800000.0,,-200000.0,406000000.0,48800000.0,933700000.0,,350200000.0,3816100000.0,933700000.0,,41100000.0,1463400000.0,48800000.0,2137500000.0,129200000.0,-4500000.0,1183200000.0,158900000.0,,1463400000.0,285300000.0,665200000.0,,963600000.0,,1022700000.0,500600000.0,,309700000.0,1.73,,231100000.0,208800000.0,309700000.0,133690000.0,,1400000.0,285300000.0,41100000.0,-198200000.0,202700000.0,-47200000.0,,,5288400000.0,1652200000.0,2000000.0,39800000.0,407800000.0,787600000.0,,,4273700000.0,,2137500000.0,396100000.0,-49100000.0,41100000.0,,,155500000.0,-3835500000.0,8109200000.0,41100000.0,41100000.0,396100000.0,32700000.0,,,,57800000.0,2478200000.0,,,-500000.0,,-3835500000.0,,600000.0,234900000.0,,,93000000.0,-409300000.0,243500000.0,1214700000.0,600000.0,608700000.0,-149800000.0,106400000.0,,,8109200000.0,-559400000.0,,-10100000.0,197200000.0,,1022700000.0,158900000.0,,42100000.0,4273700000.0,285700000.0,-16800000.0,,396100000.0,-900000.0,2486500000.0,88600000.0,1300000.0,407800000.0,-2300000.0,115100000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,,,1204000000.0,,,,,,,43700000.0,,893400000.0,,,,,610500000.0,,65000000.0,,,5914400000.0,,,,,,,,153900000.0,,,5303900000.0,132653061.0,,,,,,,,-100000.0,426800000.0,68200000.0,964600000.0,,,3753800000.0,,,,,68200000.0,,,-600000.0,,150900000.0,,1456200000.0,,,0.49,,132653061.0,1022300000.0,,,,,,,339000000.0,290300000.0,,,,348300000.0,36500000.0,-106500000.0,234400000.0,-47100000.0,,,,,,41100000.0,969100000.0,,,,,,2160600000.0,,-28500000.0,,,,132800000.0,-3910200000.0,,36500000.0,36500000.0,318300000.0,32700000.0,,,,,,,79100000.0,900000.0,,,,-12500000.0,179300000.0,,,-130000000.0,,,,15400000.0,661200000.0,-78000000.0,231900000.0,0.49,,8170400000.0,,,86000000.0,87800000.0,,,,,,4260200000.0,180100000.0,,,-100000.0,,,92400000.0,-4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,,1215500000.0,,,,,,,39700000.0,,942100000.0,,,,,638800000.0,,56700000.0,,,6003900000.0,,,2494500000.0,,,,,-94800000.0,,,5365100000.0,135000000.0,,,,,,,,200000.0,400300000.0,59800000.0,1031000000.0,,,3819700000.0,,,,,59800000.0,,,13100000.0,,147200000.0,,1465600000.0,,,0.42,,135000000.0,1025100000.0,,,,,,,332100000.0,289600000.0,,,,233700000.0,58400000.0,-106600000.0,189400000.0,-47400000.0,,,,,,36500000.0,980000000.0,,,,,,2184200000.0,,-18700000.0,,,,143600000.0,-3990100000.0,,58400000.0,58400000.0,478200000.0,34100000.0,,,,,,,,1300000.0,,,,-11300000.0,181600000.0,,,134600000.0,,,,10900000.0,589700000.0,-88700000.0,-6100000.0,0.42,,8249800000.0,,,-113900000.0,68200000.0,,,,,,4259700000.0,158800000.0,,,100000.0,,,90600000.0,21800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,,1255800000.0,,,,,,,45300000.0,,858700000.0,,,,,625000000.0,,85700000.0,,,6073300000.0,,,2582900000.0,,,,,140800000.0,,,5448300000.0,133906250.0,,,,,,,,0.0,477300000.0,88800000.0,1081900000.0,,,3829700000.0,,,,,88800000.0,,,-2100000.0,,153200000.0,,1545200000.0,,,0.64,,133906250.0,1026400000.0,,,,,,,365600000.0,300000000.0,,,,314700000.0,45900000.0,-135600000.0,187600000.0,-48300000.0,,,,,,58400000.0,997400000.0,,,,,,2243600000.0,,-18900000.0,,,,125900000.0,-4060500000.0,,45900000.0,45900000.0,307400000.0,33800000.0,-100000.0,,,,,,,2700000.0,,,,-9600000.0,187900000.0,,,-134300000.0,,,,17400000.0,664900000.0,-116600000.0,257400000.0,0.64,,8342200000.0,,,84800000.0,111700000.0,,,,,,4281700000.0,206700000.0,,,307400000.0,,,94800000.0,-12500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,,3960700000.0,,1266000000.0,-8200000.0,16400000.0,,170600000.0,,-94800000.0,57300000.0,493100000.0,991400000.0,,134832000.0,,28800000.0,704500000.0,6228600000.0,56000000.0,,,6228600000.0,275800000.0,,2565000000.0,1.955,,827000000.0,246100000.0,-27100000.0,,-191400000.0,5524100000.0,,383600000.0,172800000.0,,428000000.0,,186100000.0,,-100000.0,437200000.0,59000000.0,1128000000.0,,372100000.0,3960700000.0,1128000000.0,,28800000.0,1542300000.0,59000000.0,2267900000.0,152200000.0,-18400000.0,1266000000.0,144500000.0,,1542300000.0,312900000.0,704500000.0,,991400000.0,,1002700000.0,573800000.0,,360600000.0,1.955,,263400000.0,211500000.0,360600000.0,134832000.0,,56200000.0,312900000.0,28800000.0,-146400000.0,215600000.0,-48600000.0,700000.0,,5524100000.0,1741600000.0,-8000000.0,45900000.0,410900000.0,865200000.0,,,4310300000.0,,2267900000.0,-100000.0,-28700000.0,28800000.0,,,170600000.0,-4096600000.0,8406900000.0,28800000.0,28800000.0,383600000.0,32700000.0,0.0,,,41100000.0,2565000000.0,,,-16000000.0,,-4096600000.0,,-8200000.0,246100000.0,,,38800000.0,-401000000.0,275800000.0,1248500000.0,12500000.0,652800000.0,-117700000.0,90600000.0,,,8406900000.0,-495100000.0,,-40500000.0,225700000.0,,1002700000.0,144500000.0,,-90900000.0,4310300000.0,319900000.0,-12300000.0,,-100000.0,,2568600000.0,94300000.0,-17100000.0,410900000.0,-11100000.0,133300000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,,,1284500000.0,,,,,,,34900000.0,,998500000.0,,,,,837700000.0,,64100000.0,,,6381200000.0,,,,,,,,120200000.0,,,5543500000.0,136382979.0,,,,,,,,100000.0,446900000.0,67200000.0,1124100000.0,,,4074400000.0,,,,,67200000.0,,,-3400000.0,,129600000.0,,1668000000.0,,,0.47,,136382979.0,977400000.0,,,,,,,357600000.0,351200000.0,,,,393600000.0,94700000.0,-187500000.0,271800000.0,-48900000.0,,63200000.0,,,,28800000.0,1026600000.0,,,,,,2306800000.0,,-88900000.0,,,,138900000.0,-4176500000.0,,94700000.0,94700000.0,325800000.0,34100000.0,,,,,,,98000000.0,-13500000.0,,,,-4300000.0,230400000.0,,,34700000.0,,,,16300000.0,718700000.0,-98600000.0,218800000.0,0.47,,8497900000.0,,,83900000.0,89300000.0,,,,-4000000.0,,4321400000.0,180500000.0,,,325800000.0,,,91200000.0,65900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,,1277200000.0,,,,,,,40400000.0,,1014300000.0,,,,,801300000.0,,40300000.0,,,6401300000.0,,,2670300000.0,,,,,-157300000.0,,,5600000000.0,134333333.0,,,,,,,,-100000.0,411800000.0,43400000.0,1179700000.0,,,4087300000.0,,,,,43400000.0,,,-5000000.0,,142400000.0,,1666500000.0,,,0.3,,134333333.0,970800000.0,,,,,,,340900000.0,461100000.0,,,,245100000.0,39100000.0,-164100000.0,180500000.0,-49100000.0,,40200000.0,,,,94700000.0,1040900000.0,,,,,,2314000000.0,,-70400000.0,,,,61700000.0,-4256000000.0,,39100000.0,39100000.0,532500000.0,35800000.0,,,,,,,,-3000000.0,,,,-4100000.0,186300000.0,,,171900000.0,,,,14400000.0,592300000.0,-93700000.0,-63600000.0,0.3,,8579900000.0,,,-187600000.0,70900000.0,,,,-3200000.0,,4323900000.0,164900000.0,,,100000.0,,,94000000.0,-55600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,,1311300000.0,,,,,,,41200000.0,,946000000.0,,,,,716900000.0,,81100000.0,,,6394900000.0,,,2680200000.0,,,,,163000000.0,,,5678000000.0,137457627.0,,,,,,,,0.0,467600000.0,84200000.0,1239900000.0,,,4049000000.0,,,,,84200000.0,,,-300000.0,,165400000.0,,1673100000.0,,,0.59,,137457627.0,987400000.0,,,,,,,362100000.0,326300000.0,,,,325500000.0,79400000.0,-45600000.0,165700000.0,-50100000.0,,80200000.0,,,,39100000.0,1052000000.0,,,,,,2345900000.0,,73100000.0,,,,65000000.0,-4340600000.0,,79400000.0,79400000.0,382400000.0,36100000.0,,,,,,,,-400000.0,,,,-17300000.0,187700000.0,,,-195800000.0,,,,11100000.0,633300000.0,-118700000.0,281700000.0,0.59,,8685100000.0,,,109200000.0,105500000.0,,,,-4000000.0,,4344500000.0,202600000.0,,,382400000.0,,,97000000.0,40300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,4260500000.0,,1340800000.0,-16300000.0,-35100000.0,,72600000.0,,-235500000.0,32100000.0,527400000.0,1236400000.0,,137358000.0,,51100000.0,797200000.0,6636900000.0,76700000.0,,,6636900000.0,274500000.0,,2571900000.0,1.91,,876700000.0,236300000.0,6100000.0,,-198200000.0,5839700000.0,,629600000.0,132000000.0,,421300000.0,,148700000.0,,0.0,451300000.0,79700000.0,1398400000.0,,381500000.0,4260500000.0,1398400000.0,,51100000.0,1592600000.0,79700000.0,2376400000.0,146800000.0,-5300000.0,1340800000.0,154400000.0,,1592600000.0,320100000.0,797200000.0,,1236400000.0,,953900000.0,544500000.0,,371700000.0,1.91,,262300000.0,189300000.0,371700000.0,137358000.0,,41700000.0,320100000.0,51100000.0,-250800000.0,258700000.0,-50100000.0,,237800000.0,5839700000.0,1777500000.0,-14000000.0,79400000.0,413200000.0,908800000.0,,,4337900000.0,,2376400000.0,629600000.0,-149300000.0,51100000.0,,,72600000.0,-4403400000.0,8741300000.0,51100000.0,51100000.0,629600000.0,36000000.0,,,,28800000.0,2571900000.0,,,-13700000.0,,-4403400000.0,,-16300000.0,236300000.0,,,115100000.0,-412500000.0,274500000.0,1250100000.0,-100000.0,710000000.0,-101500000.0,107600000.0,,,8741300000.0,-648000000.0,,-40600000.0,262000000.0,,953900000.0,154400000.0,158100000.0,125900000.0,4337900000.0,361100000.0,22300000.0,,629600000.0,,2654200000.0,99300000.0,-28300000.0,413200000.0,-30600000.0,142000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,,1354900000.0,,,,,,,34600000.0,,1027800000.0,,,,,724600000.0,,61800000.0,,,6599400000.0,,,,,,,,138200000.0,,,5874800000.0,137333333.0,,,,,,,,0.0,450900000.0,65800000.0,1434500000.0,,,4251300000.0,,,,,65800000.0,,,-3700000.0,,145000000.0,,1588900000.0,,,0.45,,137333333.0,949700000.0,,,,,,,362400000.0,368600000.0,,,,376700000.0,47500000.0,-106800000.0,291600000.0,-50900000.0,,59400000.0,,,,51100000.0,1011200000.0,,,,,,2348100000.0,,-26700000.0,,,,58600000.0,-4483200000.0,,47500000.0,47500000.0,415100000.0,38000000.0,,,,,,,121600000.0,-6700000.0,,,-41300000.0,-18000000.0,186000000.0,,,-115200000.0,,,,,742500000.0,-80100000.0,218300000.0,0.45,,8801900000.0,,,66900000.0,88500000.0,,,,-6400000.0,,4318700000.0,185300000.0,,,415100000.0,,,96800000.0,-3600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,1322300000.0,,,,,,,36300000.0,,1041500000.0,,,,,689600000.0,,15900000.0,,,6869000000.0,,,2833300000.0,,,,,-34900000.0,,,6179400000.0,132500000.0,,,,,,,,0.0,411700000.0,18300000.0,1809900000.0,,,4564400000.0,,,,,18300000.0,,,-1600000.0,,146200000.0,,1839700000.0,,,0.12,,132500000.0,947500000.0,,,,,,,375200000.0,340900000.0,,,,241800000.0,53100000.0,-412600000.0,182600000.0,-49800000.0,,1500000.0,,,,47500000.0,1011800000.0,,,,,,2304600000.0,,-307600000.0,,,,54900000.0,-4568200000.0,,53100000.0,53100000.0,563000000.0,42700000.0,,,,,,,,-2400000.0,,,0.0,-29400000.0,185700000.0,,,348200000.0,,,,,594300000.0,-105000000.0,70100000.0,0.12,,8891000000.0,,,-61000000.0,36500000.0,,,,-16800000.0,,4322800000.0,135300000.0,,,-100000.0,,,98700000.0,5600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
