date,quarterlyGrossPPE,annualOtherNonCurrentAssets,trailingSellingGeneralAndAdministration,annualSellingGeneralAndAdministration,annualCapitalExpenditure,annualOperatingExpense,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCapitalExpenditure,annualBeginningCashPosition,trailingOperatingExpense,annualCurrentAssets,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,annualBasicEPS,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,trailingInterestExpense,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInInventory,trailingNetIncomeContinuousOperations,annualInterestExpense,annualEbitda,quarterlyOtherNonCashItems,quarterlyBasicEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyPretaxIncome,annualGrossProfit,quarterlyOperatingExpense,annualFreeCashFlow,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,annualTotalNonCurrentAssets,annualResearchAndDevelopment,annualOtherCurrentAssets,quarterlyRetainedEarnings,annualCostOfRevenue,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyGoodwill,quarterlyOtherCurrentAssets,annualNetIncome,annualBasicAverageShares,annualPurchaseOfBusiness,annualCashDividendsPaid,annualCurrentDebt,annualOtherNonCashItems,quarterlyOtherNonCurrentLiabilities,trailingTaxProvision,quarterlyNetIncome,annualInvestingCashFlow,trailingInvestingCashFlow,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyDilutedEPS,annualStockholdersEquity,annualLongTermDebt,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,quarterlyOperatingCashFlow,trailingCashDividendsPaid,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,trailingSaleOfInvestment,trailingPretaxIncome,annualCurrentLiabilities,quarterlyAccountsReceivable,annualChangeInInventory,annualRetainedEarnings,quarterlyCostOfRevenue,annualGoodwill,trailingNetIncome,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyInventory,annualChangeInWorkingCapital,quarterlyBasicAverageShares,annualDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualSaleOfInvestment,annualInventory,annualNetPPE,trailingGrossProfit,annualAccountsPayable,quarterlyOtherIntangibleAssets,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualTotalRevenue,trailingResearchAndDevelopment,trailingRepaymentOfDebt,annualOperatingIncome,annualCapitalStock,annualRepaymentOfDebt,trailingTotalRevenue,annualDilutedEPS,annualEndCashPosition,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,annualGrossPPE,trailingChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyFreeCashFlow,annualNonCurrentDeferredRevenue,annualOtherNonCurrentLiabilities,trailingPurchaseOfInvestment,quarterlyBeginningCashPosition,annualPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlySaleOfInvestment,annualCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingOtherNonCashItems,annualInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingBasicEPS,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,annualOtherIncomeExpense,trailingDeferredIncomeTax,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOperatingCashFlow,trailingBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualAccumulatedDepreciation
2014-06-30,26028726252.0,,,,,,6390979633.0,49884801769.0,95049671068.0,,,,,,,,,,,,,2233650347.0,31966218076.0,,-1253238648.0,2130064536.0,,,-3109568477.0,14601974061.0,,,,,,,,,,86078590101.0,,101898482929.0,-195720476.0,1985594196.0,,4157329286.0,,,,,,,,12305031900.0,,3945192678.0,,37291149647.0,8971080967.0,71316373.0,-5184740277.0,,,,61435793.0,3863251167.0,,,,,,,4705093218.0,,1289741780.0,,,,1799086804.0,,,,,4066262313.0,,-1098360788.0,1224200964.0,,,,,1612376743.0,,,,,38404706097.0,,,25575238443.0,,,373217453.0,60600000.0,26028726252.0,27646712236.0,,,,-2453603786.0,9312501.0,,,,,,,5417873061.0,,19136521729.0,,,,,,,,,,,,,40407903946.0,-1543567033.0,,,142306386875.0,-8120228197.0,,,,17055578000.0,,213386982.0,13803000000.0,19145834230.0,1289741780.0,,,,16791344804.0,144470340.0,710799571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,27545073481.0,,,,,,7961327182.0,56108307518.0,101013853232.0,,,,,13655726964.0,,,,,,,,3001376197.0,34473931594.0,,0.0,3052027777.0,,,-2376105185.0,13561293504.0,,,,,,0.14,,,,88397779755.0,,105731698624.0,-12739397.0,2977179640.0,,4959950985.0,,,,,,,,14216833675.0,,4799396631.0,,39345260692.0,12616073477.0,126581065.0,-15598749926.0,,,,617125587.0,2562993551.0,,,,,,,6551253796.0,,1911801775.0,,,,2051036745.0,,0.14,,,5642941029.0,,-610224733.0,1705014837.0,,,,,2458455163.0,,,,,42255712627.0,,,26512604412.0,,,518724477.0,123236997.0,27545073481.0,30326816439.0,,13655726964.0,,-1040680557.0,10543750.0,,,,,,,5780207842.0,,16874447922.0,,,,,,,,,,,,,45180340163.0,-1746777107.0,,,150912038787.0,5021590367.0,,,,14601974061.0,,126222413.0,13803000000.0,16884991672.0,1911801775.0,,,,11690486839.0,74848137.0,1823874090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,28827564089.0,1484282094.0,,16485498258.0,-5110876304.0,17137936776.0,7373158145.0,50654727924.0,99043281165.0,,14077825384.0,,103660426473.0,,1742674671.0,0.39,,,6631582337.0,18312008625.0,,1377126640.0,34834261098.0,,249764807.0,2030775578.0,1196292895.0,146854736.0,-2339956134.0,15274118279.0,,,752506552.0,11392033477.0,,,13590290327.0,5314967500.0,5956220952.0,85452990838.0,,103660426473.0,-1675331626.0,1642090091.0,25094164960.0,5996031505.0,8616075753.0,5815.0,379200000.0,,46904583333.0,,7762156032.0,15357677966.0,94630103808.0,5773663949.0,,40510531065.0,13590290327.0,116811447.0,-16507189247.0,,99043281165.0,1219879590.0,763868192.0,7762156032.0,5314967500.0,13628121795.0,,-2037951499.0,2731829700.0,818695785.0,2212390099.0,,1341254945.0,-9683013796.0,,33541848023.0,2342554338.0,,,40510531065.0,7282442556.0,7282442556.0,-7518104024.0,-2265066783.0,1484282094.0,116811447.0,150565009806.0,,,1555523431.0,2788064998.0,,,85452990838.0,33541848023.0,-12498039228.0,15357677966.0,27461102953.0,763868192.0,,86566660.0,175763003.0,28827564089.0,30663145801.0,4755034355.0,,13628121795.0,1643703238.0,5815.0,,3630759279.0,30663145801.0,28827564089.0,,50654727924.0,5956220952.0,13726952057.0,18312008625.0,119724268768.0,,,7956228184.0,13803000000.0,-42087158450.0,,0.39,15274118279.0,-989483412.0,18312014440.0,2342554338.0,46904583333.0,-3474394884.0,28827564089.0,,150565009806.0,10580107583.0,1742674671.0,2212390099.0,,13561293504.0,7851461927.0,-210354659.0,13803000000.0,18312014440.0,1341254945.0,,,,2731829700.0,388685487.0,1068029618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,29375893394.0,,,,,,5085331342.0,49396564441.0,104066635291.0,,,,,13881724814.0,1876216006.0,,,,,,,1634198456.0,23387586166.0,,1995289197.0,1812012934.0,,,4738610946.0,19155217707.0,,,,,,0.07,,,,88912676596.0,,111855901174.0,-219823156.0,1755512713.0,,3451132886.0,,,,,,,,16329398705.0,,3377742580.0,,41433743227.0,15153958695.0,108775448.0,-2138749786.0,,,,691601339.0,4312286525.0,,,,,,,3637355324.0,,971720737.0,,,,2554064971.0,,0.07,,,7329171356.0,,-373368689.0,1620804941.0,,,,,1355429804.0,,,,,32473293243.0,,,18302254824.0,,,400082909.0,15000000.0,29375893394.0,38975891725.0,,13881724814.0,,3881099428.0,5199.0,,,,,,,6098946295.0,,22193108052.0,,,,,,,,,,,,,46521101582.0,-127984661.0,,,158377002756.0,-3799375385.0,,,,15274118279.0,,15000000.0,13803000000.0,22193113251.0,971720737.0,,,,5492968353.0,56500221.0,3244675099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,59536000000.0,,,,,,15261751658.0,98723499000.0,198548197000.0,,,,,,4690881000.0,,,,,,,5415244544.0,69848485834.0,,-3265163197.0,5769283066.0,,,-2464237946.0,27040822000.0,,,,,,,,,,171668646000.0,,205444212000.0,-926411844.0,5248575287.0,,9846507114.0,,,,,,,,34678426000.0,,9419694420.0,,94002497000.0,26879551000.0,246574000.0,-48311762214.0,,,,1310831000.0,9092986000.0,,,,,,,4453185000.0,,3727159263.0,,,,11145525000.0,,,,,13128488000.0,,-3605371311.0,4325031000.0,,,,,4319406196.0,,,,,66105237000.0,,,54586734176.0,,,929169091.0,113779000.0,59536000000.0,74783562000.0,,,,-13874463428.0,5258000.0,,,,,,,17807548000.0,,34637588000.0,,,,,,,,,,,,,102022975000.0,-4235430339.0,,,307467187000.0,-10959578615.0,,,,19155217707.0,,-529540000.0,27288758000.0,34642846000.0,3727159263.0,,,,18639541000.0,520707779.0,8351265901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,60135789000.0,,,,,,12526476000.0,104595603000.0,208029751000.0,,,,,,4901055000.0,,,,,,,5106028000.0,55318700000.0,,2329000.0,5317296000.0,,,-1634895000.0,29285445000.0,,,,,,0.119532,,,,182148864000.0,,218325225000.0,-20402000.0,4837407000.0,,7420448000.0,,,,,,,,37952410000.0,,7155645000.0,,96730053000.0,25880887000.0,230295000.0,-9503484000.0,,,,1335261000.0,8327096000.0,,,,,,,4115047000.0,,3261888000.0,,,,18340482000.0,,0.119532,,,12331501000.0,,-887948000.0,4757161000.0,,,,,3936823000.0,,,,,72341346000.0,,,42792224000.0,,,900584000.0,147000000.0,60135789000.0,76796541000.0,,,,2244623000.0,5067000.0,,,,,,,17621699000.0,,37968527000.0,,,,,,,,,,,,,102011139000.0,-3824069000.0,,,320336364000.0,-284847000.0,,,,27040822000.0,,66032000.0,27288758000.0,37973594000.0,3261888000.0,,,,17265010000.0,479889000.0,3072803000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,62179704000.0,3540307000.0,,30285142000.0,-9077282000.0,31595027000.0,16017377000.0,105969188000.0,198119156000.0,,37034186000.0,,205178030000.0,,5556354000.0,0.43,,,14097878000.0,39368687000.0,,5140438000.0,93357864000.0,,2085700000.0,5689287000.0,-7089965000.0,417675000.0,-6031348000.0,29944221000.0,,,1237747000.0,24456877000.0,,,29028250000.0,11818398000.0,18024128000.0,169090906000.0,,205178030000.0,-3832541000.0,5206936000.0,48890936000.0,10876939000.0,5904228000.0,3424000.0,501370000.0,,106515699000.0,,11258241000.0,38311211000.0,193021700000.0,10332060000.0,,96900316000.0,29028250000.0,241975000.0,-44884739000.0,,198119156000.0,2950553000.0,1315234000.0,11258241000.0,11818398000.0,27484646512.0,,-4999178000.0,7365513000.0,1156586000.0,4578456000.0,,3857630000.0,-5391870000.0,,72514398000.0,12870007000.0,,,96900316000.0,14316253000.0,14316253000.0,-23028401000.0,-4210594000.0,3540307000.0,241975000.0,311693729000.0,,,4486219000.0,6170699000.0,,,169090906000.0,72514398000.0,4585613000.0,38311211000.0,77340487000.0,1315234000.0,,720717000.0,225591000.0,62179704000.0,59786201000.0,-6911494000.0,,27484646512.0,658776000.0,3424000.0,,25632419000.0,59786201000.0,62179704000.0,,105969188000.0,18024128000.0,14981510000.0,39368687000.0,241912636000.0,,,17295909000.0,27288758000.0,-104838735000.0,,0.43,29944221000.0,818155000.0,39372111000.0,12870007000.0,106515699000.0,-14840917000.0,62179704000.0,,311693729000.0,20948029000.0,5556354000.0,4578456000.0,,29285445000.0,17048431000.0,866183000.0,27288758000.0,39372111000.0,3857630000.0,,,,7365513000.0,482351000.0,10963675000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,62250587000.0,,,,,,9351715000.0,105167859000.0,202889996000.0,,,,,28396814286.0,5581391000.0,,,,,,,3081320000.0,40330971000.0,,-664000.0,3381090000.0,,,-10768547000.0,21146122000.0,,,,,,0.07,,,,169628122000.0,,207336592000.0,-309738000.0,3081367000.0,,6270395000.0,,,,,,,,40298988000.0,,6000558000.0,,98686002000.0,33261874000.0,239195000.0,-11724106000.0,,,,1269409000.0,9666668000.0,,,,,,,5544878000.0,,1987777000.0,,,,9891094000.0,,0.07,,,17578975000.0,,-1614819000.0,3398055000.0,,,,,2449277000.0,,,,,74913249000.0,,,30979256000.0,,,632090000.0,14800000.0,62250587000.0,66211366000.0,,28396814286.0,,-8798099000.0,3017000.0,,,,,,,17867042000.0,,34568444000.0,,,,,,,,,,,,,111326206000.0,-13583469000.0,,,318662798000.0,-6245104000.0,,,,29944221000.0,,-17822000.0,27288758000.0,34571461000.0,1987777000.0,,,,12199019000.0,299723000.0,4382704000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,63282005000.0,,,,,,12403222000.0,108292396000.0,215799395000.0,,,,,,5534346000.0,,,,,,,4908053000.0,53873965000.0,,88431000.0,4722047000.0,,,913361000.0,25757746000.0,,,,,,,,,,185093346000.0,,217604610000.0,-353588000.0,4475964000.0,,7495169000.0,,,,,,,,39012114000.0,,7108780000.0,,97603183000.0,30706049000.0,216297000.0,-27179242000.0,,,,1293524000.0,8458174000.0,,,,,,,5361621000.0,,2806996000.0,,,,14628204000.0,,,,,15187990000.0,,-2450714000.0,3686403000.0,,,,,3625106000.0,,,,,79609574000.0,,,41470743000.0,,,850858000.0,75634000.0,63282005000.0,70079285000.0,,,,4611624000.0,1278469000.0,,,,,,,17651433000.0,,35303530000.0,,,,,,,,,,,,,113133038000.0,-4499380000.0,,,330737648000.0,-5938802000.0,,,,21146122000.0,,55434000.0,27288758000.0,36581999000.0,2806996000.0,,,,18273750000.0,246083000.0,7700244000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,64063755000.0,,,,,,11367295000.0,113116997000.0,225014966000.0,,,,,,5828506000.0,,,,,,,3980285000.0,52854746000.0,,3156000.0,4515308000.0,,,-2433741000.0,31236386000.0,,,,,,0.099868,,,,192237257000.0,,228524214000.0,-4259988000.0,4090861000.0,,7387010000.0,,,,,,,,41737381000.0,,7094152000.0,,100410464000.0,32777709000.0,215161000.0,-21832746000.0,,,,1290161000.0,10007068000.0,,,,,,,5382928000.0,,2725268000.0,,,,20836373000.0,,0.099868,,,16935009000.0,,-1582582000.0,4240854000.0,,,,,3302928000.0,,,,,82170903000.0,,,41487451000.0,,,787933000.0,43252000.0,64063755000.0,69250945000.0,,,,5478640000.0,2857000.0,,,,,,,17529591000.0,,39458962000.0,,,,,,,,,,,,,114778132000.0,-7463386000.0,,,343302346000.0,9890007000.0,,,,25757746000.0,,43004000.0,27288758000.0,39461819000.0,2725268000.0,,,,15170206000.0,424447000.0,6549231000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,66364108000.0,3952289000.0,,29078544000.0,-10373021000.0,30944514000.0,14635246000.0,111747126000.0,214505996000.0,,29944221000.0,,220589280000.0,,5944764000.0,0.41,,,13909909000.0,45594983000.0,,4843306000.0,82662472000.0,,830012000.0,5489017000.0,-1929975000.0,198357000.0,-12419612000.0,28014246000.0,,,1117100000.0,24502582000.0,,,30278821000.0,11295596000.0,17662078000.0,184227175000.0,,220589280000.0,-347247000.0,5286387000.0,47757478000.0,9791940000.0,10613358000.0,731916000.0,178694000.0,,117721332000.0,,14335066000.0,44829233000.0,181964676000.0,8875054000.0,,104856609000.0,30278821000.0,235835000.0,-52800850000.0,,214505996000.0,3024670000.0,1286760000.0,14335066000.0,11295596000.0,27550234146.0,,-5270561000.0,21994384000.0,588925000.0,5882096000.0,,3775555000.0,-24708539000.0,,74052872000.0,10861550000.0,,,104856609000.0,14471412000.0,14471412000.0,-37343114000.0,-4724906000.0,3952289000.0,235835000.0,338310612000.0,,,4532598000.0,6450903000.0,,,184227175000.0,74052872000.0,4896619000.0,44829233000.0,68027226000.0,1286760000.0,,753789000.0,45008000.0,66364108000.0,54416164000.0,-361500000.0,,27550234146.0,-3222140000.0,731916000.0,,21197216000.0,54416164000.0,66364108000.0,,111747126000.0,17662078000.0,20986379000.0,45594983000.0,229722154000.0,,,16812964000.0,27288758000.0,-113536944000.0,,0.41,28014246000.0,920935000.0,46326899000.0,10861550000.0,117721332000.0,-11796879000.0,66364108000.0,,338310612000.0,12907257000.0,5944764000.0,5882096000.0,,31236386000.0,16934579000.0,117741000.0,27288758000.0,46326899000.0,3775555000.0,,,,21994384000.0,202630000.0,2565037000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,66242356000.0,,,,,,7416947000.0,113638995000.0,206685512000.0,,,,,28799700000.0,6011407000.0,,,,,,,1630241000.0,33592333000.0,,117766000.0,2170047000.0,,,4933848000.0,22958042000.0,,,,,,0.04,,,,177815830000.0,,225474541000.0,-345736000.0,1933727000.0,,5786706000.0,,,,,,,,45981221000.0,,5431287000.0,,118109909000.0,28869682000.0,243136000.0,-19055669000.0,,,,1299744000.0,13453735000.0,,,,,,,5967349000.0,,1151988000.0,,,,6900660000.0,,0.04,,,12859700000.0,,-1748199000.0,3975170000.0,,,,,1499286000.0,,,,,78666420000.0,,,26175386000.0,,,434441000.0,12058122000.0,66242356000.0,64088043000.0,,28799700000.0,,-5056204000.0,734555000.0,,,,,,,17858292000.0,,35174514000.0,,,,,,,,,,,,,118701913000.0,-9046510000.0,,,344176454000.0,-17276756000.0,,,,28014246000.0,,11977913000.0,28698864000.0,35909069000.0,1151988000.0,,,,21443176000.0,236320000.0,15720021000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,65968059000.0,,,,,,12130922000.0,120806687000.0,226750708000.0,,,,,,5948026000.0,,,,,,,4537569000.0,55124681000.0,,228474000.0,4003642000.0,,,-764497000.0,23876769000.0,,,,,,,,,,199544481000.0,,241735202000.0,-469077000.0,3707058000.0,,7593353000.0,,,,,,,,42475014000.0,,7305481000.0,,114457760000.0,27206227000.0,212042000.0,-28242814000.0,,,,1281491000.0,12252156000.0,,,,,,,5785132000.0,,2520554000.0,,,,10346797000.0,,,,,11462231000.0,,-2091028000.0,4263546000.0,,,,,3104718000.0,,,,,96610204000.0,,,42993759000.0,,,602340000.0,-60217000.0,65968059000.0,67550400000.0,,,,918727000.0,798346000.0,,,,,,,17989676000.0,,35029380000.0,,,,,,,,,,,,,118932469000.0,-4592705000.0,,,360667671000.0,-4072106000.0,,,,22958042000.0,,-136114000.0,28698864000.0,35827726000.0,2520554000.0,,,,25112870000.0,296584000.0,5584652000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,66196513000.0,,,,,,12163244000.0,132752444000.0,238056047000.0,,,,,,6041934000.0,,,,,,,4241777000.0,51949016000.0,,-13210000.0,4818112000.0,,,-2984065000.0,27226115000.0,,,,,,0.109296,,,,209330772000.0,,256721115000.0,-6331866000.0,4343243000.0,,7921467000.0,,,,,,,,45594402000.0,,7534154000.0,,117616029000.0,28725275000.0,202533000.0,-15779632000.0,,,,1264790000.0,15601930000.0,,,,,,,6125522000.0,,3136666000.0,,,,9007002000.0,,0.109296,,,12524425000.0,,-1723060000.0,4490398000.0,,,,,3648268000.0,,,,,95705010000.0,,,39785772000.0,,,694975000.0,64321000.0,66196513000.0,73476892000.0,,,,3347304000.0,936433000.0,,,,,,,17838163000.0,,37275691000.0,,,,,,,,,,,,,119056853000.0,-7949738000.0,,,375777968000.0,6296629000.0,,,,23876769000.0,,40870000.0,28698864000.0,38212124000.0,3136666000.0,,,,31098169000.0,474869000.0,6661637000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,65917917000.0,3793360000.0,,31128234000.0,-8696807000.0,32418417000.0,16148885000.0,127645979000.0,233301484000.0,,28016288000.0,,255471210000.0,,5756605000.0,0.38,,,13011550000.0,60886392000.0,,5031994000.0,70346530000.0,,128744000.0,5634784000.0,19673360000.0,11871624000.0,-4160015000.0,47689648000.0,,,1326713000.0,23153952000.0,,,29811281000.0,10798556000.0,18019454000.0,203490203000.0,,255471210000.0,-322747000.0,5415287000.0,47859998000.0,11116891000.0,7512249000.0,2569294000.0,12164135000.0,,119699677000.0,,17969566000.0,49035995000.0,163152562000.0,10857312000.0,,121558591000.0,29811281000.0,175882000.0,-25784705000.0,,233301484000.0,2387765000.0,1242487000.0,17969566000.0,10798556000.0,28417252632.0,,-7469426000.0,32428947000.0,1691931000.0,6269301000.0,,3989348000.0,-2974729000.0,,77672935000.0,8231179000.0,,,121558591000.0,13585482000.0,13585482000.0,-34919820000.0,-3134520000.0,3793360000.0,175882000.0,375170887000.0,,,4759278000.0,6427924000.0,,,203490203000.0,77672935000.0,-1703750000.0,49035995000.0,54197645000.0,1242487000.0,,656009000.0,101909000.0,65917917000.0,55221998000.0,-3384598000.0,,29185286486.0,20463533000.0,2569294000.0,,37795143000.0,55221998000.0,65917917000.0,,127645979000.0,18019454000.0,16209056000.0,60886392000.0,211012560000.0,,,15441581000.0,28698864000.0,-88862820000.0,,0.37,47689648000.0,201962000.0,63455686000.0,8231179000.0,119699677000.0,-13330867000.0,65917917000.0,,375170887000.0,22564482000.0,5756605000.0,6269301000.0,,27226115000.0,15399315000.0,-11045000.0,28698864000.0,63455686000.0,3989348000.0,,,,32428947000.0,219497000.0,9828833000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,65760154000.0,,,,,,7482035000.0,126731332000.0,229071255000.0,,,,,31767500000.0,5698623000.0,,,,,,,1763494000.0,32922913000.0,,,2230877000.0,,,-4320143000.0,28573983000.0,,,,,,0.04,,,,203603767000.0,,251906324000.0,-381665000.0,1959229000.0,,5718541000.0,,,,,,,,50346282000.0,,5501954000.0,,122742053000.0,25467488000.0,174353000.0,-7283118000.0,,,,1211281000.0,16887256000.0,,,,,,,5778218000.0,,1270700000.0,,,,11383571000.0,,0.04,,,9877125000.0,,-1686854000.0,8373595000.0,,,,,1534328000.0,,,,,84754986000.0,,,25440878000.0,,,424901000.0,33589000.0,65760154000.0,69689191000.0,,31767500000.0,,-19115666000.0,9085317000.0,,,,,,,17791376000.0,,41516309000.0,,,,,,,,,,,,,120481992000.0,-9292163000.0,,,372388316000.0,-11075854000.0,,,,47689649000.0,,18005000.0,28698864000.0,50601626000.0,1270700000.0,,,,27965560000.0,271648000.0,6634035000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,66109958000.0,,,,,,12587648000.0,132412085000.0,234240424000.0,,,,,,5464790000.0,,,,,,,5211333000.0,53367989000.0,,,4716463000.0,,,2517342000.0,24604898000.0,,,,,,,,,,211726879000.0,,255521241000.0,-515559000.0,4220991000.0,,7376315000.0,,,,,,,,49363801000.0,,3027671000.0,,120993678000.0,22513545000.0,216927000.0,-10556286000.0,,,,1239319000.0,44492995000.0,,,,,,,5316777000.0,,2846847000.0,,,,36246490000.0,,,,,7483757000.0,,-1840601000.0,7313494000.0,,,,,3406096000.0,,,,,73730637000.0,,,40780341000.0,,,814895000.0,620000.0,66109958000.0,74219379000.0,,,,-3969084000.0,4443029000.0,,,,,,,17623334000.0,,35714482000.0,,,,,,,,,,,,,120512435000.0,-11638086000.0,,,376033676000.0,-2993447000.0,,,,28573983000.0,,-181531000.0,28698864000.0,40157511000.0,2846847000.0,,,,25470418000.0,495472000.0,15745674000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,65153646000.0,,,,,,10936719000.0,140481522000.0,252263995000.0,,,,,,5607659000.0,,,,,,,3587646000.0,49074873000.0,,-1000.0,4644319000.0,,,-10540302000.0,31860597000.0,,,,,,0.118967,,,,230328921000.0,,277334973000.0,-4686772000.0,4248288000.0,,7349073000.0,,,,,,,,52778010000.0,,4887894000.0,,124518518000.0,21935074000.0,202345000.0,-10552146000.0,,,,1244017000.0,47363605000.0,,,,,,,5224285000.0,,3414209000.0,,,,49606420000.0,2352812000.0,0.118967,,,6856848000.0,,-1449796000.0,8740036000.0,,,,,3749517000.0,,,,,76335928000.0,,,38138154000.0,,,498771000.0,12980000.0,65153646000.0,80750301000.0,,,,7255699000.0,13404770000.0,,,,,,,17545085000.0,,43403156000.0,,,,,,,,,,,,,120795237000.0,-22693478000.0,,,398130210000.0,8360962000.0,,,,24604898000.0,,1944000.0,28698864000.0,56807926000.0,3414209000.0,,,,26538915000.0,396031000.0,13285945000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
